h_name	t_name	type	source	relation	split
SNHG12	MCM2	protein_coding	CRISPR		
SNHG12	PA2G4	protein_coding	CRISPR		
SNHG12	STMN1	protein_coding	CRISPR		
SNHG12	NQO1	protein_coding	CRISPR		
SNHG12	PGK1	protein_coding	CRISPR		
SNHG12	P4HA2	protein_coding	CRISPR		
SNHG12	SPARC	protein_coding	CRISPR		
SNHG12	COL1A2	protein_coding	CRISPR		
SNHG12	NDRG1	protein_coding	CRISPR		
SNHG12	RAB10	protein_coding	CRISPR		
SNHG12	NRAS	protein_coding	CRISPR		
SNHG12	DMTF1	protein_coding	CRISPR		
SNHG12	RBFOX2	protein_coding	CRISPR		
SNHG12	FGD5-AS1	lncRNA	CRISPR		
SNHG12	G3BP2	protein_coding	CRISPR		
SNHG12	GSK3B	protein_coding	CRISPR		
SNHG12	JAK1	protein_coding	CRISPR		
SNHG12	SLC2A3	protein_coding	CRISPR		
SNHG12	CCDC80	protein_coding	CRISPR		
SNHG12	SERPINE1	protein_coding	CRISPR		
SNHG12	TUG1	protein_coding	CRISPR		
SNHG12	SPIN1	protein_coding	CRISPR		
SNHG12	VEGFA	protein_coding	CRISPR		
SNHG12	NRP1	protein_coding	CRISPR		
SNHG12	ERRFI1	protein_coding	CRISPR		
SNHG12	MAP3K7	protein_coding	CRISPR		
SNHG12	PDK1	protein_coding	CRISPR		
SNHG12	RLIM	protein_coding	CRISPR		
SNHG12	RUNX2	transcription_factor	CRISPR		
SNHG12	PUM1	protein_coding	CRISPR		
SNHG12	TSPYL4	protein_coding	CRISPR		
SNHG12	MEF2A	transcription_factor	CRISPR		
SNHG12	CTNND1	protein_coding	CRISPR		
SNHG12	USP9X	protein_coding	CRISPR		
SNHG12	SMC2	protein_coding	CRISPR		
SNHG12	LRIG1	protein_coding	CRISPR		
SNHG12	NT5E	protein_coding	CRISPR		
SNHG12	DDR2	protein_coding	CRISPR		
SNHG12	NF1	protein_coding	CRISPR		
SNHG12	KLF12	transcription_factor	CRISPR		
SNHG12	KRAS	protein_coding	CRISPR		
SNHG12	TRPS1	transcription_factor	CRISPR		
SNHG12	KDM5B	transcription_factor	CRISPR		
SNHG12	DUSP4	protein_coding	CRISPR		
SNHG12	CCDC88A	protein_coding	CRISPR		
SNHG12	EPAS1	protein_coding	CRISPR		
SNHG12	PDPK1	protein_coding	CRISPR		
SNHG12	WNK1	protein_coding	CRISPR		
SNHG12	IGF2BP3	protein_coding	CRISPR		
SNHG12	ADAM12	protein_coding	CRISPR		
SNHG12	ADAM10	protein_coding	CRISPR		
SNHG12	ITGB1	protein_coding	CRISPR		
SNHG12	HK2	protein_coding	CRISPR		
SNHG12	SNAI2	transcription_factor	CRISPR	transcriptional regulation	valid
SNHG12	APC	protein_coding	CRISPR		
SNHG12	ADAM19	protein_coding	CRISPR		
SNHG12	JARID2	transcription_factor	CRISPR		
SNHG12	ATF2	transcription_factor	CRISPR		
SNHG12	IQGAP1	protein_coding	CRISPR		
SNHG12	EP300	protein_coding	CRISPR		
SNHG12	CLOCK	transcription_factor	CRISPR		
SNHG12	MAPK6	protein_coding	CRISPR		
SNHG12	SP3	transcription_factor	CRISPR		
SNHG12	LAMC1	protein_coding	CRISPR		
SNHG12	KDM6A	protein_coding	CRISPR		
SNHG12	ZNF217	transcription_factor	CRISPR		
SNHG12	ELF1	transcription_factor	CRISPR		
SNHG12	SMAD3	transcription_factor	CRISPR		
SNHG12	WWTR1	protein_coding	CRISPR		
SNHG12	MAP3K2	protein_coding	CRISPR		
SNHG12	STC1	protein_coding	CRISPR		
SNHG12	SCD	protein_coding	CRISPR		
SNHG12	TCF12	transcription_factor	CRISPR		
SNHG12	TRPM7	protein_coding	CRISPR		
SNHG12	RBL2	protein_coding	CRISPR		
SNHG12	CREB1	transcription_factor	CRISPR		
SNHG12	FMNL2	protein_coding	CRISPR		
SNHG12	RAP2A	protein_coding	CRISPR		
SNHG12	OSMR	protein_coding	CRISPR		
SNHG12	MAP4K3	protein_coding	CRISPR		
SNHG12	ITCH	protein_coding	CRISPR		
SNHG12	NOTCH2	protein_coding	CRISPR	ceRNA or sponge	train
SNHG12	VCAN	protein_coding	CRISPR		
SNHG12	APAF1	protein_coding	CRISPR		
SNHG12	LRP6	protein_coding	CRISPR		
SNHG12	TGFBR2	protein_coding	CRISPR		
SNHG12	LUCAT1	lncRNA	CRISPR		
SNHG12	AKAP9	protein_coding	CRISPR		
SNHG12	IRS1	protein_coding	CRISPR		
SNHG12	ATM	protein_coding	CRISPR		
SNHG12	CRYBG3	protein_coding	CRISPR		
SNHG12	ANGPT1	protein_coding	CRISPR		
SNHG12	FBXW8	protein_coding	CRISPR		
SNHG12	SLC26A2	protein_coding	CRISPR		
SNHG12	CDK19	protein_coding	CRISPR		
SNHG12	HELZ	protein_coding	CRISPR		
SNHG12	BACH1	transcription_factor	CRISPR		
SNHG12	REST	transcription_factor	CRISPR		
SNHG12	PIK3R1	protein_coding	CRISPR		
SNHG12	BMPR2	protein_coding	CRISPR		
SNHG12	TET3	protein_coding	CRISPR		
SNHG12	PEG10	protein_coding	CRISPR		
SNHG12	CCNG2	protein_coding	CRISPR		
SNHG12	DICER1	protein_coding	CRISPR		
SNHG12	HIPK2	protein_coding	CRISPR		
SNHG12	PRKAA1	protein_coding	CRISPR		
SNHG12	SMAD5	transcription_factor	CRISPR		
SNHG12	HGF	protein_coding	CRISPR		
SNHG12	AKT3	protein_coding	CRISPR		
SNHG12	BCAT1	protein_coding	CRISPR		
SNHG12	KLF7	transcription_factor	CRISPR		
SNHG12	SGMS2	protein_coding	CRISPR		
SNHG12	SATB1	transcription_factor	CRISPR		
SNHG12	DUSP6	protein_coding	CRISPR		
SNHG12	SMG1	protein_coding	CRISPR		
SNHG12	ITGB3	protein_coding	CRISPR		
SNHG12	KMT2C	protein_coding	CRISPR		
SNHG12	JAK2	protein_coding	CRISPR		
SNHG12	ABI3BP	protein_coding	CRISPR		
SNHG12	CPEB4	protein_coding	CRISPR		
SNHG12	EGFR	protein_coding	CRISPR		
SNHG12	GPC6	protein_coding	CRISPR		
SNHG12	CPEB2	protein_coding	CRISPR		
SNHG12	ROCK1	protein_coding	CRISPR		
SNHG12	RFX7	transcription_factor	CRISPR		
SNHG12	IGFBP5	protein_coding	CRISPR		
SNHG12	TXNIP	protein_coding	CRISPR		
SNHG12	ZEB2	transcription_factor	CRISPR		
SNHG12	ROBO1	protein_coding	CRISPR		
SNHG12	PAPPA	protein_coding	CRISPR		
SNHG12	ATP7A	protein_coding	CRISPR		
SNHG12	TRIM44	protein_coding	CRISPR		
SNHG12	WNT5A	protein_coding	CRISPR		
SNHG12	COL6A3	protein_coding	CRISPR		
SNHG12	NOTCH3	protein_coding	CRISPR		
SNHG12	FN1	protein_coding	CRISPR		
SNHG12	LOX	protein_coding	CRISPR		
SNHG12	SEMA5A	protein_coding	CRISPR		
SNHG12	NFAT5	transcription_factor	CRISPR		
SNHG12	ITPR1	protein_coding	CRISPR		
SNHG12	JAG1	protein_coding	CRISPR		
ZNF407-AS1	AKR1B1	protein_coding	CRISPR		
ZNF407-AS1	S100A4	protein_coding	CRISPR		
ZNF407-AS1	EPHA2	protein_coding	CRISPR		
ZNF407-AS1	EPHX1	protein_coding	CRISPR		
ZNF407-AS1	FAIM2	protein_coding	CRISPR		
ZNF407-AS1	ID3	transcription_factor	CRISPR		
ZNF407-AS1	ID1	transcription_factor	CRISPR		
ZNF407-AS1	WNT7B	protein_coding	CRISPR		
ZNF407-AS1	IER3	protein_coding	CRISPR		
ZNF407-AS1	S100A10	protein_coding	CRISPR		
ZNF407-AS1	STC1	protein_coding	CRISPR		
ZNF407-AS1	HK2	protein_coding	CRISPR		
ZNF407-AS1	HIPK2	protein_coding	CRISPR		
ZNF407-AS1	XBP1	transcription_factor	CRISPR		
ZNF407-AS1	NT5E	protein_coding	CRISPR		
ZNF407-AS1	NOTCH2	protein_coding	CRISPR		
ZNF407-AS1	SERPINE1	protein_coding	CRISPR		
ZNF407-AS1	NAMPT	protein_coding	CRISPR		
ZNF407-AS1	VEGFA	protein_coding	CRISPR		
ZNF407-AS1	PEG10	protein_coding	CRISPR		
ZNF407-AS1	BCAT1	protein_coding	CRISPR		
ZNF407-AS1	RAI14	protein_coding	CRISPR		
ZNF407-AS1	EGFR	protein_coding	CRISPR		
ZNF407-AS1	TGFBR2	protein_coding	CRISPR		
ZNF407-AS1	NDRG1	protein_coding	CRISPR		
ZNF407-AS1	SMG1	protein_coding	CRISPR		
ZNF407-AS1	DDR2	protein_coding	CRISPR		
ZNF407-AS1	ROCK1	protein_coding	CRISPR		
ZNF407-AS1	TRIM44	protein_coding	CRISPR		
ZNF407-AS1	LOX	protein_coding	CRISPR		
ZNF407-AS1	KLF7	transcription_factor	CRISPR		
ZNF407-AS1	ZEB2	transcription_factor	CRISPR		
ZNF407-AS1	ETS1	transcription_factor	CRISPR		
ZNF407-AS1	MIR503HG	lncRNA	CRISPR		
ZNF407-AS1	STC2	protein_coding	CRISPR		
ZNF407-AS1	ATF4	transcription_factor	CRISPR		
ZNF407-AS1	ERRFI1	protein_coding	CRISPR		
ZNF407-AS1	SLC7A5	protein_coding	CRISPR		
ZNF407-AS1	LUCAT1	lncRNA	CRISPR		
ZNF407-AS1	ITPR1	protein_coding	CRISPR		
ZNF407-AS1	JDP2	transcription_factor	CRISPR		
ZNF407-AS1	TXNIP	protein_coding	CRISPR		
ZNF407-AS1	DDIT3	transcription_factor	CRISPR		
ZNF407-AS1	SLC7A11	protein_coding	CRISPR		
